RowId,Id,Title,User_id,review_helpfulness,review_score,review_time,review_summary,review_text,description,authors,publisher,publishedDate,categories,ratingsCount
59,0802422772,No place to cry: The hurt and healing of sexual abuse,AXMJ7BYYBVCEG,04-Apr,4,1176768000,Good Stuff,"This book is quite touching. It tells Dorie's story of all the unbelievably horribe things she experience while growing up being abused both physially and sexually. It gives hope to those who believe that no one's situation is as bad as their's or those who think recovery is not possible. If you are looking for self help to enhance you own healing journey this book is probably not what you need if you dont fall into the above categories. However, it is a great testimony to be aware of.","Just as God gave Dorie Van Stone a tender heart to forgive her abusers, He also gave her the strength to reveal her past in No Place to Cry, the sequel to the best-seller Dorie: The Girl Nobody Loved. Through her candor you will gain insight into the trauma of emotional and sexual abuse.","['Dorie N. Van Stone', 'Erwin W. Lutzer']",Moody Publishers,09-05-1992,['Religion'],4
60,B000KBH818,Trouble on Titan,AKY819078CJN1,03-Mar,5,1300406400,"On reflection, what do you think of it now?","Twelve years after the first review, and Cassini is there. It's Spring on Titan, and it's raining methane. Hydrocarbons are lying about on the surface, in pools larger than the great lakes. Just by dumb luck, the place turns out to be almost exactly how Nourse imagined it. What a piece of work is Man. Especially that one.I read it in 1960, and could see then that it's not really about sports-rockets (although there is a cool one). It's everything a ""juvenile"" could ever be, with a father-son rapprochement, East-is-East friendships that grow between opposite equals, first love, labor trouble, industrial sabotage, and a rebellion conspiracy. When I first read Heinlein later that year, I thought he suffered by comparison. I was eight at the time.",,['Alan Nourse'],Ace Books,1986,['Fiction'],1
61,B00005X3VY,Voices from the tapes; recordings from the other world,A2NZ3DECZWC7ZI,01-Jan,3,1106611200,Interesting Concept,Voices heard on audio tape from a state seemingly from a realm beyond the dead. First heard by a dog with very keen hearing and them magnified by audio tapes so human ears could hear them. Very interesting.,,['Peter Bander'],,1973,['Spiritualism'],2
62,0934638160,"Grants and Awards Available to American Writers (Grants and Awards Available to American Writers, 21st ed)",AT71P5P4PT232,08-Aug,5,1036454400,A truly great resource,"I bought this book a few weeks ago from the Pen American Center. I've found over 100 sources of funding that I qualify for right now and about 50 more that I qualify for later. I am really loving this book. It is designed in such a way that it's easy to scan all listings for ones that apply to you and easy to search for specific ones as well. In the back everything is indexed several ways, making things even easier to find.The information they provide you with is comprehensive and extensive. Kudos to the editor and researcher!If you're a writer, be it fiction, plays, journalistic, non-fiction, whatever, this book is a great resource for you.",,['John Morrone'],,2000-08,['America'],2
63,B000FZEKVA,Communicating with Orcas - The Whales' Perspective,A33LNJBNL8KCU6,Dec-13,4,1042848000,Orca Wisdom as told by Mary Getten,"Whales in the dreams of children, whale spirituality, whale sex and whale governance are all things we'll not likely get from scientific researchers for decades, perhaps a century or two. That is one reason the new book by Mary Getten, a Naturalist specializing in the wildlife of the San Juan Islands and a practicing animal communicator is so brilliant. This is not for folks who think that actual communication with whales (or other critters) is impossible. Those folks are probably the same people who get angry at their dogs for not doing what they are told.Mary herself was once a skeptic, as she relates in ""Communicating with Orcas: The Whales' Perspective"". At her first animal communication workshop, facilitated by Penelope Smith, Mary was given the task to communicate with Pirouette, Penelope's cockatiel:""I knew nothing about birds. Mammals were my passion, and I had nointerest in delicate little avians. Truthfully, I was a little frightened of them, yet here I was face to face with a cockatiel and it was time for us to talk.I looked into her bright white face, admiring the crest of yellow feathers on her forehead and the orange dot on her cheek. Drinking in her features, I relaxed and thought, this won't be too tough. She seems nice enough. So I began to think about what to say to her.This is where it all went downhill. I didn't have a clue what to say to a bird. You would have though that I'd spent my entire life locked into a closet. Not a single question appeared. Time ticked by and I knew I had to so something, so I kept repeating: ""Hello Pirouette. Hello Pirouette. Hello Pirouette.""Finally, I stopped for a moment to think of something else to say, and clear as a bell I heard Pirouette say: ""Can't you say anything but hello?""Humor, backed with good science and historical tidbits going back to Aristotle and Pliny The Elder balance the presentation for those who are a little reticent to believe in this mode of communication. (This skepticism persists even in the wake of breakthrough research by famed scientist Rupert Sheldrake.) Mary's writing is clear and accessible and the stories of whale sex are quite funny. I mean laugh-out-loud, drool on the PAGE funny.Yet, the skepticism that Mary had when first learning to communicate with animals is the book's biggest weakness, in my view. I was fascinated by the notion of Ruffles, the male elder of the Southern Puget Sound resident community's J Pod, visiting the dreams of schoolchildren who had been on whale-watching cruises. The notion that our species, the lowly Homo sapiens, is at the beginning of a new wave of consciousness that will see remarkable innovations in bodies and senses, or that of the whale councils, the ability to live in past lives (though whales don't call them that) and their description of the universal life force as ""The Prime Cause,"" are all subjects that fascinate me, but the book only teases with these concepts. Perhaps a sequel is called for.However, these are pretty far-out concepts for the average reader and when it comes down to it, Mary has covered the basics in a thorough manner with a wicked wit. If you have the least bit of interest in Orcas, you will be able to read this book in a weekend.May we all be able to live in the moment like these whales have for thousands of years. Their intelligence is much needed in these days when our allegedly more intelligent species, can't get beyond such insanity as war and environmental degradation.Paul Nelson",,['Mary J. Getten'],Trafford Publishing,2002,['Local author'],1
64,1890951617,Academic Freedom after September 11,A2WZTP8F3X5CBA,18/25,5,1148515200,Jill Malter,"Jill Malter gives a terrible review to any book that dares to say, even in the most timid way, that the Palestinians might have the teeniest bit of a point. The pattern suggests that this is her automatic reaction to any book that does not agree with her prejudices. So please disregard her reviews; they are biased in the extreme.",This is a provocative examination of the current state of academic freedom in the United States and around the world.,"['Evan Gerstmann', 'Matthew Justin Streb']",Stanford University Press,2006,['Law'],2
65,0345340949,The Impatient Gardener's Lawn Book,A27H3RG5KF1MCI,0/0,4,1272240000,"Pretty good, although a few flaws","This is, all-around, a pretty good lawn book. However, there are a few cases where the advice is a little outdated given the latest research on the subject.One is the subject of using a mulching mower; research has shown that using a mulching mower does not contribute significantly to thatch buildup. Finely chopped grass clippings from lawn grasses decompose very rapidly. I guess you might get in trouble if you have lots of aggressive weed grasses that grow extremely rapidly, leaving much larger amounts of grass clippings. It is also possible that using a non-mulching mower could get you in trouble; it sounds like Mr. Baker might be using a reel mower, which doesn't pulverize the leaves. The research that I have seen studied the effects of using a mulching mower on lawn grass only, so if you have loads of tall weed grasses, or are using a non-mulching mower, you might have trouble.Another is the subject of aeration. From what I have read, spike aeration (Mr. Baker recommends the use of those spike aerator sandal things) is not very effective. Core aeration, which is admittedly more difficult and expensive, is what gets the best results, and is actually effective at controlling thatch.Here is one of the many pages on these subjects:[...]","Explains how to grow a green, beautiful lawn and offers advice on fertilizers, watering, and lawn diseases",['Jerry Baker'],"Random House Digital, Inc.",1987,['Gardening'],1
66,0878403825,Josef Fuchs on Natural Law (Moral Traditions series),A1SWMPK6OI8A7L,04-Apr,5,1044230400,not just for theologists,"What a wonderful book! As an interested layperson with no background in philosophy or ethics, I've been trying to answer the question ""What, exactly, does it mean to live a moral (Christian) life?"". While this clear and highly readable book isn't meant to give superficially pat answers of the Chicken-Soup-for-the-Soul genre, its thorough explaination and assessment of the dramatic changes of thought of one of the most influential Christian theologians of our time allowed me to understand why Roman Cathohlics currently believe what they (we) beieve and how they got there. This book, while not taking sides, gave me the background to think more productively and clearly about my question.","Appointed by Pope John XXIII to the Pontifical Commission on Population, Family, and Birth, Fuchs ultimately found himself disappointed in his three years of service and spent the next thirty years exploring a broad array of issues pivotal to a reconstruction of Roman Catholic natural law theory. This is the first full-length analysis of Fuchs's efforts. Beginning historically by looking at Fuchs's writings and beliefs before the Pontifical Commission appointment, including his defense of natural law during the ""situation ethics"" debates of the 50s and 60s, the concept of personal salvation, and the status of ""nature"" and ""human nature,"" Graham moves to the intellectual conversion that inspired Fuchs to reconsider his concepts following the commission appointment. From there, Graham engages in a sustained critique of Fuchs's natural theory, addressing both the strengths and weaknesses to be found there and suggest possible avenues of development that would make a positive contribution to the ongoing quest to rehabilitate the Roman Catholic natural law theory that continues to dominate the landscape of moral theology today.",['Mark Graham'],Georgetown University Press,25-10-2002,['Religion'],2
67,B000I9VU1G,Hidden History of the Kovno Ghetto,ATDE9JYCPI0L1,02-Feb,5,1197763200,A testament to horrors,"This over-sized 255 page volume is based a November 1991 through October 1999 U.S. Holocaust Memorial Museum exhibit on the experiences of Kovno Ghetto residents during World War II, as they secretly photographed and artistically recorded them.In addition, the volume contains many images of Ghetto work documents and other Nazi-issued papers, and even the luggage tags of Jews transported from Germany and Austria for murder at ""Fort IX,"" a fortification built near Kovno specifically to murder Jews, which executions began on June 24, 25, and 27, 1941, following the Nazi invasion of Lithuania.On October 28, 1941, the Germans separated 30,000 Jews from the square in Kovno, those to the left survived at least temporarily, and those to the right, were immediately marked for brutalization and ultimate death. for the time being, 20,000 remained. Everyone left lost a family member, and mourning set upon the community.Needless to say, their lot was not easy, and most ultimately succumbed.This is a valuable testament to horrors suffered in the Holocaust by one community, horrors that were repeated in every other ghetto across Lithuania, Estonia, Latvia, Poland and so on.Heartbreaking.--Alyssa A. Lappen","Hidden History of the Kovno Ghetto brings together unique materials from Lithuania, Israel, and the United States to present a compelling and unforgettable view of Jewish life, loss, survival, and defiance during the Holocaust. This visual and documentary record is introduced by two essays that describe the German assault on Lithuania's Jewry and the Kovno Jews' resilient yet ultimately futile efforts to devise a ""normal"" world in the ghetto. The book concludes with a Kovno Ghetto survivor's personal reminiscence and a historian's reflection on the experience.",['Dennis B. Klein'],,1997,"['Holocaust, Jewish (1939-1945)']",2
68,1852309040,The Complete Illustrated Guide to Chinese Medicine: A Comprehensive System for Health and Fitness,A1RJD10TTI568L,27/27,4,1090886400,"Ancient tradition, many modalities","Over 3000 years old, Chinese medicine is based on the Taoist holistic vision of balancing all the body harmonies. This book is a lavishly illustrated and complete guide to every aspects of this tradition. It is not a self-help book, but a guide explaining the concepts and principles and providing a detailed description of certain therapeutic exercises that everyone can use to optimise health.Part One explores the theories behind the medicine, including basic principles like Yi and Yang, the basic substances like Qi and energy flow, the meridian system, the zangfu system and the causes of disharmony.Part Two considers the Chinese approach to diagnosis, including diagnostic techniques like looking, hearing, questioning and touching, and includes an overview of the patterns of disharmony.Part Three deals with Chinese approaches to treatment, including the principles of treatment and diagnosis and specific modalities like acupuncture, herbalism, qigong and lifestyle factors such as exercise, diet and feng shui.The Further Reading section consists of bibliographies under headings like general, herbal, diet and others. A list of useful addresses in various countries is supplied and the At-A-Glance Directory is an illustrative index to finding treatments. The book concludes with a glossary and index and contains full colour illustrations and photographs.","This beautifully illustrated, full-color book explains the basic principles of Chinese medicine, the causes of disharmony in the body that lead to disease and the Chinese approach to diagnosis and treatment.",['Tom Williams'],HarperThorsons,2003,['Health & Fitness'],1
69,0915248212,The 3 megaton gamble,A13RMEVQGEI3FJ,03-Mar,5,949881600,The 3 Megaton Gamble,"If you are a pilot and or sailor I would reccommend it highly. It was intriguing since the novel was action packed with various twists and turns and a touch of reality. I am a pilot and a sailor and his depiction of both activities was refreshing. Also, if you have travelled the Caribbean as I have you; you will find that the author captures the essence of them and brings back vivid memories. The story covers many areas such as Romance, Mystery, Suspense, Action, and Adventure.",,['Douglas Terman'],,1978,,2
70,B000H45MXO,THE SECULAR CITY -SECULARIZATION AND URBANIZATION IN THEOLOGICAL PERSPECTIVE,AHD101501WCN1,02-Feb,5,1156809600,A profound if somewhat exaggerated analysis of 'global secularization',"How the world has changed since Harvey Cox argued that there is an inevitable and inexorable process of global secularization which is leading to a total separation of the political and religious. Cox's argument was that urbanization and secularization go together, and that they empty the world of mythic and traditional religious power.Today forty years after the publication of his book the world is in the midst of a global struggle in which the forces of Western democratic society are pitted against a radical Islamic revivalist fundamentalism. Moreover within the realms of other religions including Christianity there has been a kind of 'return to religion' which was certainly not dreamnt of in Cox analysis. He did not have a clue in regard to the Evangelical revival in the United States, and the prominent place it would come to play, ( Perhaps unprecedented place) in American politics.This does not make Cox's analysis wrong for his time. Nor was he mistaken in seeing the important trend to secularization. He only made the mistake most of us make of seeing the past and future of what seemed to him the predominant and irreversible trend of his time.But History and the development of Mankind have a way of surprising us all.As a footnote I would say that the one area of the world in which Cox analysis does seem to be largely correct today is Europe. 'Post-Christian Europe' however does not seem the apogee of human enlightentment , the wave of the future. Rather it seems more a declining island already invaded by those kind of 'religious forces it expelled as Christian and is receiving as Muslim'.Irony of ironies, that the very heart of the 'secular city' today seems as if it will in a matter of generations take a great fall into backwardness. But again this is an aside, and I would instead make the more general caveat, that no one should fall so readily into the underlying assumption of Cox's analysis i.e. that there is a predominant historical trend for the future which we can clearly discern.Wisdom and humility would suggest that we rely more on our powers of future observation than of extrapolation from the Past.","The study of Augustine's political teachings has suffered from a history of misreadings, both ancient and modern. It is only in recent years that the traditional lines of 'Augustinian pessimism' have been opened to question. Scholars have begun to explore the broader lines of Augustine's political thought in his letters and sermons, and thus have been able to place his classic text, The City of God, in its proper context. The essays in this volume take stock of these recent developments and revisit old assumptions about the significance of Augustine of Hippo for political thought. They do so from many different perspectives, examining the anthropological and theological underpinnings of Augustine's thought, his critique of politics, his development of his own political thought, and some of the later manifestations or uses of his thought in the Middle Ages, the Renaissance, and today. This new vision is at once more bracing, more hopeful, and more diverse than earlier readings could have allowed.","['John Doody', 'Kim Paffenroth', 'Kevin L. Hughes']",Lexington Books,19-04-2005,['Religion'],2
71,1861263678,Audi Quattro: The Complete Story,A5G9BP3U4N3JI,07-Sep,5,1001030400,It's About Time!,"It was encouraging to find a book dedicated solely to the Audi Quattro in the first place-- but then reading and looking at the photos inside encouraged me to write my brief words of praise here. And just wait until you see some of the older Quattros pictured in this book... The Audi Quattro has finally been given the time in research and documentation that VWs have had for years, and now, hopefully, we will see more interest taken and given within the auto restoration world in these fun-to-drive and collectible cars. Now if Meredith would just turn his talents to the Saab 900...(or has he and I simply don't know!?!)","The Audi Quattro was the world's first successful four-wheel-drive rally car. It brought new standards to the sport, and inspired many others to copy it. This is the complete story.",['Graham Robson'],Veloce Publishing Ltd,15-06-2008,['Sports & Recreation'],2
72,1404229280,Natural Wonders of the World: Converting Measurements to Metric Units (Powermath),A1NPJB6ISLPPRL,0/1,5,1188864000,Kerri O'Donnell Rocks!,"Kerri is a genius at her craft, not only am I getting an informative overview of the world's natural wonders, but I'm also learning how to use metrics! The design of this book is great as well. Love, love, love it!","This book explores some of the world's most famous natural wonders, explaining measurements in the U.S. customary system and the metric system.","[""Kerri O'Donnell""]","The Rosen Publishing Group, Inc",01-08-2004,['Juvenile Nonfiction'],2
73,B000858H16,The book of the lover and the beloved;,A3FJAY5LKN0DOM,09-Oct,5,1144972800,A strange and enigmatic book...,"A friend gave me this book a couple of years ago and I find that I return to it again and again. It is a series of 365 short meditations on being in relationship with God. The meditations can be, at times, astoundingly difficult to understand. But every now and then one pops out that is so perfect I am convinced that this crazy Spanish mystic must have been on to something.If you are trying to deepen your relationship with the Divine, do yourself a favor: Get this book.",A spiritual philosophy which calls our attention to contemplate our connection with God. In this remarkable mystic work Lull shares his personal views about romance with his readers. Splendid and motivating.,"['Ramon Llull', 'Kenneth Leech', 'Edgar Allison Peers']",,1978,['Meditations'],2
74,0671551345,Night World: Daughters Of Darkness,ADB0JID2XRFYR,01-Mar,5,1076457600,BEST BOOK EVER!!,"This is 1 of da bst books dat i have EVER read! @ my school, we are doing a play on this & im playin Mary-Lynette. i cant wait 2 get to the last chapters when they finally give in 2 each other! Gr8 books!","""There’s something strange about the new girls in town. Briar Creek, Oregon, has never seen anything like the supernatural grace of Rowan, Kestrel, and Jade, three sisters who move into the dilapidated old house next to Mark and Mary-Lynnette Carter""--Publisher.",['L.J. Smith'],Simon and Schuster,06-12-2016,['Juvenile Fiction'],11
75,0330336681,The Sunday Telegraph 3rd Book of Nonograms,ATWQZLOP3MXR8,09-Sep,5,962755200,Great puzzles,These puzzles are also called &quot;paint by Number&quot; in the Games magazines. They are totally captivating. The paper could be a little stronger as I have to erase a lot. I have not found a single error in the book and I'm almost finished with it.,,"['Non Ishida', 'James Dalgety']",Picador,01-08-1994,['Games'],2
76,1597400602,America at 1750: A Social Portrait,A3DKP67DK28RUB,21/23,5,977097600,a sadly incomplete yet fully realized work,"This is a magnificent work of historical imagination. Hofstadter's last book, it was what was to begin a much larger, possibly three volume epic on the social conditions of America at distinctive periods in our history. And while this book is missing the fuller vision of a more articulated society, the chapters that are present are truly alive with insight and understanding of the way things probably were. Here we see the slave trade not just from a one-sided arcadia, but from every side, from the profiteers and the oppressed, from the African kings selling their nation to the early-day abolitionists mildly arguing their case. We see the white slaves too, the pains and humiliations of indentured servitude to the hearts and minds of men believing themselves at the very least a step up from inhumanity.Then there is the middle class of the pre-revolutionary colonies, filled with religious fanatics and patriotic zealots, all of them looking to make a buck. We see that this class formed the basic foundations of the nation to come and how the politicians of the day catered mostly to this hardly regal, far-reaching group of normal, everyday folks. This chapter, perhaps, gives the fullest picture of the society that was that went on to create the society we are today.And then there is a long discussion of the church and the 'Great Awakening' that plundered through the minds of so many post-witch hunting citizens. These chapters explain the foundations that led not just to a seperation of church and state, but to the required need for religious diversity and how this principle, above all else, came to found our subsequent ideas on American freedom.A glorious, neccessary book, it makes one mourn for this already celebrated historian and wonder what might have been (and regardless of that annoying cliche, one can't help but think in such basic praise dialect when finishing).","Demonstrates how the colonies developed into the first nation created under the influences of nationalism, modern capitalism and Protestantism.",['Richard Hofstadter'],Vintage,1973,['History'],2
77,0812521765,Death Dream,A3RX938YYYH73H,01-Feb,5,1124582400,Dreams that kill.....,"Book 2 of the Night Warriors saga and a must read!This book is about a kid that, when he falls asleep, unleashes a great monstrosity on the world. Only a group of selected individuals, who put their lives on the line, can try and save the day. When they battle, they have to battle in the world of...dreams!Graham Masterton, a true master of horror, is one of the best horror writers out there. You will not be disappointed!","The authors probe the phenomenon of ""pre-death dreams,"" delving into culture, history, and psychology to present a multidisciplinary portrait of the visions many people have on the verge of their own deaths.","['Kelly Bulkeley', 'Patricia Bulkley']",Beacon Press,2005,"['Body, Mind & Spirit']",2
78,B000MU831Q,Alternative Chicago: Unique Destinations Beyond the Magnificent Mile,A14OJS0VWMOSWO,16/16,5,960249600,"A unique, off-the-beaten-path travel guide and planner.","Unlike most travel guides on Chicago, Bill Franz's Alternative Chicago is designed for readers interested in what Chicago has to offer the visitor regarding counter-culture and neighborhood eccentric attractions. Franz offers a neighborhood-by-neighborhood exploration of hundreds of distinctively Chicago places like &quot;Smuggler's Row&quot;, &quot;Medusa's Circle&quot;, &quot;The Ennui Cafe&quot;, and &quot;Dr. Wax&quot;. This superbly original compendium of addresses, maps, store hours, and telephone numbers will enable the reader to create a truly unique, memorable, off-the-beaten-path trip whether they are an out-of-town newcomer or a long-time denizen and resident.","""""Alternative Chicago"""" is for the young-at-heart, adventurous, or slightly offbeat Chicago visitor who wants to see more of the city than the homogenous Michigan Avenue shopping district.",['Bill Franz'],Cumberland House Publishing,01-03-2004,['History'],2
79,0689817630,Sleeping Boy,A349S6EH5VJUD2,01-Jan,5,1106265600,Fantastic Book,"This book is a modern retelling of Sleeping Beauty with an emphasis on the power of family to help a boy through a terrible time. It is best suited for a mature, inquisitive child. War is a reality that parents should not shy away from talking about to their children.",,['L. V. H. Crosby'],,1853,,2
80,0891010947,The Civil War Recollections of General Ellis Spear,A9OUYX4KI9171,08-Aug,5,964828800,An excellent account of daily life during the civil war!,"Publishing this book was a life long dream of my father-in-law, Abbott Spear. He spent much of his life working to make it a reality and unfortunately, he passed away shortly before it was released. The book should be read by those interested in a first hand view of the civil war as seen through the eyes of an ordinary man (2nd in command under Chamberlain). It provides great insight into what daily life was like during the war. I found this book to be extremely moving...it made me proud of as well as grateful to those that lived through conditions most of us could never even imagine.",,['Ellis Spear'],,1997,['History'],2
81,1843762366,Handbook of Environmental and Resource Economics,A3NNKUPM8IUR54,01-Jan,5,1066521600,helpful for decision makers,"This is an extraordinary compilation of texts of environment and economics that constitutes a very helpful book to decision makers. I work for environment and always check this book to take the best decision, because its contents are wide enough for diferent topics of environmental problems.","This major reference book comprises specially commissioned surveys in environmental and resource economics written by an international team of experts. Authoritative yet accessible, each entry provides a state-of-the-art summary of key areas that will be invaluable to researchers, practitioners and advanced students.",['Jeroen C. J. M. Van den Bergh'],Edward Elgar Publishing,01-01-2002,['Business & Economics'],2
82,B000N7612G,The Food Of Love,A1FGFBC0DZ7G00,0/0,5,1355616000,Fun Novel for Foodies,This novel is just fun...not super serious literature but enjoyable.I would recommend this to anyone who loves Italy and food...You can read it in a day....,"Een heerlijke roman over culinaire verleiding Zijn Italiaanse mannen echt zulke goede minnaars? De Amerikaanse Laura, studente kunstgeschiedenis in Roma, heeft andere ervaringen. Een vriendin suggereert dat ze op zoek moet gaan naar een chef-kok; een man die goed kan koken zal ongetwijfeld ook een goede minnaar zijn. Laura ontmoet de onweerstaanbare Tomasso, die bij het exclusieve restaurant Templi werkt. Tomasso verzwijgt echter dat hij slechts ober is – en dat de verlegen Bruno de chef-kok is die meest sensuele gerechten voor haar bereidt… Anthony Capella is naast auteur ook een fervent reiziger en amateurkok. Hij is tevens auteur van Dansen op de vulkaan en De koffiehandelaar. Hij woont in Oxfordshire met zijn gezin.",['Anthony Capella'],Boekerij,17-12-2013,['Fiction'],2
83,0688071643,Perry Mason in the Case of Too Many Murders,A3MV1KKHX51FYT,03-Mar,4,1104451200,The Case of the Double Murder,"In Chapter 1 Gil Adrian walks into the Oaks Restaurant. Gil has been accused of bribing city and state politicians, and being connected to organized crime. A stranger joins him, and they begin to leave. Suddenly, Gil shoots this stranger and takes off in his black Mercedes. The police are called, and go to Adrian's house. They find Gil's wife outside, enter the house, and find Gil dead in the den from two shots to his head! [Gardner always played down the background corruption in his stories. The idea of a double murder popped into to my mind.] Chapter 2 provides an example of wrongful conviction, which happens more often than the dramas on TV would suggest. This is an omen for Chapter 3, where Mrs. Gil Adrian, the trophy wife, retains Perry Mason. Laurel doesn't know much about Gil's business, or of any powerful enemies. Does the political establishment want to hang the murder on Laurel and thus bury the scandal? Mason learns the stranger Gil shot was unidentified; all he had was cash, a phony driver's license, and a .22 pistol strapped to his ankle. Wasn't a .22 pistol the weapon of choice for hit men asks Mason? Mason contacts David Niles, a Federal prosecutor, and suggests an alliance. [This never happened in the original series, to my recollection.]Chapter 8 tells of the beating that was given to Paul Drake Jr. after he questions Anselmo Costa in Las Vegas. Perry Mason also visits Las Vegas to ask questions, but learns little more. The preliminary hearing in Chapter 19 is as good as Gardner's best. It tells why a defendant shouldn't wear sunglasses. Chapter 20 explains why getting testimony about 'Karl Braundorff' was important. This led to Janet Coleman, a 'roper' (like Raymond Schindler), who told of Gil Adrian's visit to Las Vegas. Then Anselmo Costa is summoned to the witness stand, but he asserts his Fifth Amendment right against self-incrimination. Perry Mason gets a clue from the artist drawings on TV. The bank is subpoenaed to find the last check written by Ralph Adrian, Gil's son, before Ralph was murdered. These clues help to solve the puzzle, and Laurel Adrian is freed.This story brings in updated procedures (the defense gets a list of the prosecutor's witnesses), and mentions the terrible traffic in Los Angeles since the 1960s. But the flavor of the original stories has been lost. Paul Drake has retired, and Perry Mason would be an octogenarian, if still alive. What is missing is a younger lawyer, Perry Jr. or Della Mason, to carry on the father's work. This story is like a good reproduction of an old master like Rembrandt, but in a modern setting. It lacks the dedications that were part of the original series.","A Los Angeles businessman kills his dinner companion and is himself murdered minutes later, leaving his estranged wife, the prime suspect in the case, to contact Perry Mason for help",['Thomas Chastain'],Avon Books,1990-07,['Fiction'],2
84,1555714137,Information Breakthrough (Psi Successful Business Library),A2SFMC9DH3VLT6,03-Mar,5,970272000,"Not too much, not too little, but JUST RIGHT","Everything you ever wanted to know about management reporting but had no way to ask. The author presents clear, motivated examples of ways to do exactly what the title says: convert mountains of raw data into a few gems of useful information. He presents ways to process data to reveals trends, identify &quot;unusual events&quot;, and to remove the effects of seasonalization from data. But more importantly, he presents approaches for formatting and organizing information so that it is clear and action-oriented. That is, so that instead of looking at a bunch of numbers and going, &quot;Hmm&quot;, your reports are effectively &quot;to-do&quot; lists of things you can act on as a manager.The book is brief, but in this case, more is less. Everything is explained with crystal clarity for both managers and IT folks. If you are designing any kind of management reporting system, either as its user or its software developer, you MUST READ THIS BOOK. Plus, it's short enough that you'll have enough time left over to read the (also short) book &quot;One Page Management&quot; to reinforce this book's points about exception reporting.",Demonstrates how to develop specific measures of business performance by extracting relevant information out of endless amounts of data,['Charles J. Bodenstab'],Hellgate Press,01-01-1997,['Computers'],2
85,0026204207,Foreignisms: A dictionary of foreign expressions commonly (and not so commonly) used in English,AB1Z88ZD6NCB1,0/0,4,1359244800,Good reference material,"This is a great book to have next to your ""Dictionary of Cultural Literacy"" and your ""Big Book of Beastly Mispronunciations."" It lists several expressions, alphabetically, and includes not not a general explanation and easy to understand pronunciation, but also cultural context as well. There are also several excellent appendices, including polite phrases in several languages, common French ballet terms, and 13 ways to call someone a loser in Yiddish.My only concern is that it is somewhat Eurocentric. This is not too surprising since the majority of foreign words and phrases used in English are European in origin, but still - you can count on one hand the non-European phrases. The only Japanese words included are nisei and sensai, and I would have expected wabi-sabi and umami at least to be included as well. There are no phrases from Native American languages, none from Africa or the Middle East. There is a fair amount of phrases from Hindu and Sanscrit, but since there were introduced to the English language during the British occupation of India, I don't know whether they can really be considered foreign phrases.","With more than 1,000 entries, a guide to pronunciation, examples and guidance on use in writing and speaking, Foreignisms not only educates and entertains but helps one incorporate les mots justes into conversation.",['Tad Tuleja'],New York : Macmillan ; London : Collier Macmillan,1989,['English language'],2
86,1930429487,How to Discipline Kids without Losing Their Love and Respect,A2LRS4KEX5WACL,45/46,5,1214784000,A MUST FOR EVERY PARENT !!!!,"I purchased this book not knowing much about it. Let me tell you...I am sooo glad that I did !!! I am a single parent of a 5 year old little boy who is very stubborn - every conversation and request is a battle. I have felt like all I do is nag and argue with him and can't even remember the last time that we had a ""good day"". I am very consistent with him and with disciplining, but he still constantly manipulates and argues over everything and it is mentally and physicaly tiring. It has been this way for about a year now and I have been at my wits end. I feel like I have tried every parenting book out there & nothing has worked. UNTIL NOW !! I read this book last week - it was a quick read, about 1 1/2 hours. This book has changed my life and it works !! I love this book because it focuses on only 2 or 3 skills that you can quickly learn and implement. Instead of the typical thick parenting book that is overwhelming and you are not sure where to begin...this book spells it out for you. It gives you DETAILED examples of situations and what to say in these situations. I have only used the techniques for about a week, but it has already changed our lives. My son spent this entire last weekend without arguing with me. I can't remember the last time that happened. We actually were able to spend some great quality time together and were loving and affectionate instead of having a power struggle. My favorite strategies in the book are the ""I know"" , ""Nice try"" and ""I love you too much to argue"". I told all of my friends to buy this book. I can't recommend this book highly enough!!! Thank you Jim Fay - I hope I can meet you to thank you in person someday!!","Imagine... No More Arguing. Imagine... No More Manipulation. Imagine... Stess Free Parenting. For over fifty years, Jim Fay has worked with schools, families, and children in the areas of teaching, parenting and discipline. In 1977, along with internationally renowned psychiatrist Dr. Foster W. Cline, he founded the Love and Logic Institute, Inc. which is dedicated to helping parents and educators create responsible kids. We know you will enjoy this book by beloved storyteller and parenting expert, Jim Fay, as he speaks to parents, educators, and community leaders about how to discipline kids without losing their love or respect.",['Jim Fay'],Love & Logic Press,01-01-2004,['Family & Relationships'],1
